id,masv,hoten,sdt,diachi,lop,ma_nganh,ngay_sinh,gioi_tinh,ghi_chu
3946,SV03946,Sinh viên 3946,0940577005,Hạ Long 3946,NN3,NN,06/08/2000,Nam,
3947,SV03947,Sinh viên 3947,0953001564,Hạ Long 3947,DL2,DL,03/10/2005,Nữ,
3948,SV03948,Sinh viên 3948,0992531280,Hạ Long 3948,KT1,KT,07/07/2005,Nam,
3949,SV03949,Sinh viên 3949,0976947029,Hạ Long 3949,DL3,DL,05/07/2003,Nữ,
3950,SV03950,Sinh viên 3950,0990710442,Hạ Long 3950,DL4,DL,27/09/2003,Nam,
3951,SV03951,Sinh viên 3951,0968912269,Hạ Long 3951,QTKD5,QTKD,12/11/2000,Nữ,
3952,SV03952,Sinh viên 3952,0984043993,Hạ Long 3952,KT1,KT,05/01/2005,Nam,
3953,SV03953,Sinh viên 3953,0966400152,Hạ Long 3953,CNTT3,CNTT,02/02/2003,Nữ,
3954,SV03954,Sinh viên 3954,0940052271,Hạ Long 3954,NN1,NN,01/09/2003,Nam,
3955,SV03955,Sinh viên 3955,0917602874,Hạ Long 3955,NN4,NN,02/04/2000,Nữ,
3956,SV03956,Sinh viên 3956,0929158478,Hạ Long 3956,NN2,NN,15/01/2001,Nữ,
3957,SV03957,Sinh viên 3957,0927401485,Hạ Long 3957,QTKD4,QTKD,06/07/2001,Nam,
3958,SV03958,Sinh viên 3958,0911164920,Hạ Long 3958,QTKD4,QTKD,07/12/2005,Nam,
3959,SV03959,Sinh viên 3959,0929289942,Hạ Long 3959,QTKD1,QTKD,17/11/2004,Nam,
3960,SV03960,Sinh viên 3960,0924252623,Hạ Long 3960,QTKD2,QTKD,21/02/2005,Nữ,
3961,SV03961,Sinh viên 3961,0937596284,Hạ Long 3961,KT4,KT,10/10/2001,Nữ,
3962,SV03962,Sinh viên 3962,0942658044,Hạ Long 3962,NN1,NN,02/10/2001,Nam,
3963,SV03963,Sinh viên 3963,0964819650,Hạ Long 3963,KT3,KT,07/08/2005,Nữ,
3964,SV03964,Sinh viên 3964,0916385396,Hạ Long 3964,DL2,DL,06/10/2000,Nữ,
3965,SV03965,Sinh viên 3965,0918525711,Hạ Long 3965,KT1,KT,24/07/2002,Nam,
3966,SV03966,Sinh viên 3966,0963809144,Hạ Long 3966,QTKD2,QTKD,02/10/2002,Nam,
3967,SV03967,Sinh viên 3967,0911622106,Hạ Long 3967,NN1,NN,04/12/2002,Nam,
3968,SV03968,Sinh viên 3968,0943580138,Hạ Long 3968,QTKD3,QTKD,27/12/2001,Nữ,
3969,SV03969,Sinh viên 3969,0982336385,Hạ Long 3969,KT1,KT,05/01/2005,Nam,
3970,SV03970,Sinh viên 3970,0958376125,Hạ Long 3970,KT5,KT,13/04/2002,Nữ,
3971,SV03971,Sinh viên 3971,0930626438,Hạ Long 3971,CNTT3,CNTT,21/05/2004,Nữ,
3972,SV03972,Sinh viên 3972,0997764540,Hạ Long 3972,KT5,KT,20/11/2001,Nam,
3973,SV03973,Sinh viên 3973,0915947627,Hạ Long 3973,QTKD5,QTKD,03/08/2000,Nam,
3974,SV03974,Sinh viên 3974,0948165711,Hạ Long 3974,KT2,KT,18/08/2001,Nữ,
3975,SV03975,Sinh viên 3975,0952719602,Hạ Long 3975,CNTT3,CNTT,17/08/2001,Nam,
3976,SV03976,Sinh viên 3976,0950538939,Hạ Long 3976,KT5,KT,18/07/2005,Nam,
3977,SV03977,Sinh viên 3977,0920077629,Hạ Long 3977,CNTT4,CNTT,16/12/2002,Nữ,
3978,SV03978,Sinh viên 3978,0991884941,Hạ Long 3978,QTKD5,QTKD,06/10/2003,Nam,
3979,SV03979,Sinh viên 3979,0959474301,Hạ Long 3979,CNTT2,CNTT,20/12/2002,Nữ,
3980,SV03980,Sinh viên 3980,0978742047,Hạ Long 3980,NN2,NN,03/04/2002,Nữ,
3981,SV03981,Sinh viên 3981,0916713891,Hạ Long 3981,NN1,NN,14/10/2004,Nam,
3982,SV03982,Sinh viên 3982,0940129880,Hạ Long 3982,CNTT2,CNTT,17/02/2003,Nam,
3983,SV03983,Sinh viên 3983,0944521634,Hạ Long 3983,CNTT3,CNTT,02/02/2001,Nam,
3984,SV03984,Sinh viên 3984,0982496155,Hạ Long 3984,KT3,KT,27/02/2004,Nữ,
3985,SV03985,Sinh viên 3985,0925376513,Hạ Long 3985,DL3,DL,23/06/2003,Nam,
3986,SV03986,Sinh viên 3986,0989045464,Hạ Long 3986,KT3,KT,08/03/2001,Nam,
3987,SV03987,Sinh viên 3987,0954059540,Hạ Long 3987,QTKD1,QTKD,09/03/2004,Nữ,
3988,SV03988,Sinh viên 3988,0972190705,Hạ Long 3988,DL3,DL,19/07/2002,Nam,
3989,SV03989,Sinh viên 3989,0920793573,Hạ Long 3989,CNTT1,CNTT,16/07/2000,Nam,
3990,SV03990,Sinh viên 3990,0929234725,Hạ Long 3990,DL2,DL,04/06/2005,Nữ,
3991,SV03991,Sinh viên 3991,0960595490,Hạ Long 3991,KT3,KT,03/02/2005,Nam,
3992,SV03992,Sinh viên 3992,0959678767,Hạ Long 3992,KT3,KT,12/01/2003,Nam,
3993,SV03993,Sinh viên 3993,0959723385,Hạ Long 3993,KT1,KT,09/02/2002,Nữ,
3994,SV03994,Sinh viên 3994,0982946604,Hạ Long 3994,NN1,NN,14/03/2004,Nữ,
3995,SV03995,Sinh viên 3995,0935510307,Hạ Long 3995,DL5,DL,11/07/2004,Nữ,
3996,SV03996,Sinh viên 3996,0980971431,Hạ Long 3996,QTKD5,QTKD,23/02/2002,Nam,
3997,SV03997,Sinh viên 3997,0910290713,Hạ Long 3997,DL1,DL,26/12/2004,Nữ,
3998,SV03998,Sinh viên 3998,0956048265,Hạ Long 3998,NN4,NN,02/05/2002,Nam,
3999,SV03999,Sinh viên 3999,0980184911,Hạ Long 3999,DL1,DL,13/09/2001,Nam,
4000,SV04000,Sinh viên 4000,0989857771,Hạ Long 4000,NN4,NN,13/06/2003,Nam,
4001,SV04001,Sinh viên 4001,0962892475,Hạ Long 4001,CNTT1,CNTT,05/02/2002,Nam,
4002,SV04002,Sinh viên 4002,0928408238,Hạ Long 4002,CNTT2,CNTT,04/12/2003,Nam,
4003,SV04003,Sinh viên 4003,0947495677,Hạ Long 4003,CNTT5,CNTT,03/07/2002,Nữ,
4004,SV04004,Sinh viên 4004,0933182906,Hạ Long 4004,QTKD3,QTKD,14/04/2000,Nam,
4005,SV04005,Sinh viên 4005,0967994234,Hạ Long 4005,CNTT3,CNTT,15/11/2001,Nữ,
4006,SV04006,Sinh viên 4006,0916020389,Hạ Long 4006,CNTT2,CNTT,06/09/2001,Nữ,
4007,SV04007,Sinh viên 4007,0962115007,Hạ Long 4007,KT3,KT,26/12/2004,Nữ,
4008,SV04008,Sinh viên 4008,0922665340,Hạ Long 4008,DL3,DL,07/04/2001,Nữ,
4009,SV04009,Sinh viên 4009,0943771709,Hạ Long 4009,DL3,DL,10/07/2002,Nam,
4010,SV04010,Sinh viên 4010,0911212484,Hạ Long 4010,QTKD4,QTKD,28/10/2005,Nữ,
4011,SV04011,Sinh viên 4011,0993792562,Hạ Long 4011,DL2,DL,21/07/2005,Nữ,
4012,SV04012,Sinh viên 4012,0982867823,Hạ Long 4012,CNTT2,CNTT,28/12/2001,Nữ,
4013,SV04013,Sinh viên 4013,0948864477,Hạ Long 4013,DL5,DL,28/04/2001,Nữ,
4014,SV04014,Sinh viên 4014,0910151853,Hạ Long 4014,QTKD1,QTKD,27/05/2004,Nữ,
4015,SV04015,Sinh viên 4015,0994080445,Hạ Long 4015,DL1,DL,10/09/2005,Nam,
4016,SV04016,Sinh viên 4016,0999826020,Hạ Long 4016,NN4,NN,01/04/2004,Nữ,
4017,SV04017,Sinh viên 4017,0929753519,Hạ Long 4017,NN2,NN,28/02/2004,Nam,
4018,SV04018,Sinh viên 4018,0946258861,Hạ Long 4018,NN1,NN,05/03/2005,Nam,
4019,SV04019,Sinh viên 4019,0927830569,Hạ Long 4019,QTKD2,QTKD,22/04/2005,Nữ,
4020,SV04020,Sinh viên 4020,0992139594,Hạ Long 4020,NN5,NN,27/03/2004,Nữ,
4021,SV04021,Sinh viên 4021,0989239249,Hạ Long 4021,NN3,NN,22/01/2005,Nam,
4022,SV04022,Sinh viên 4022,0982875880,Hạ Long 4022,NN1,NN,05/06/2005,Nam,
4023,SV04023,Sinh viên 4023,0988409542,Hạ Long 4023,KT1,KT,09/11/2002,Nam,
4024,SV04024,Sinh viên 4024,0949583140,Hạ Long 4024,QTKD4,QTKD,19/05/2003,Nam,
4025,SV04025,Sinh viên 4025,0975999464,Hạ Long 4025,NN3,NN,26/03/2003,Nữ,
4026,SV04026,Sinh viên 4026,0939818825,Hạ Long 4026,KT5,KT,14/10/2002,Nữ,
4027,SV04027,Sinh viên 4027,0983144177,Hạ Long 4027,QTKD1,QTKD,23/05/2000,Nam,
4028,SV04028,Sinh viên 4028,0986098819,Hạ Long 4028,KT5,KT,09/05/2004,Nữ,
4029,SV04029,Sinh viên 4029,0967485656,Hạ Long 4029,DL5,DL,07/03/2000,Nam,
4030,SV04030,Sinh viên 4030,0915630439,Hạ Long 4030,QTKD4,QTKD,26/02/2000,Nữ,
4031,SV04031,Sinh viên 4031,0956464620,Hạ Long 4031,KT3,KT,02/12/2004,Nữ,
4032,SV04032,Sinh viên 4032,0944898184,Hạ Long 4032,QTKD1,QTKD,12/11/2003,Nữ,
4033,SV04033,Sinh viên 4033,0972675928,Hạ Long 4033,KT1,KT,14/07/2000,Nữ,
4034,SV04034,Sinh viên 4034,0957711998,Hạ Long 4034,CNTT5,CNTT,18/06/2004,Nữ,
4035,SV04035,Sinh viên 4035,0987670024,Hạ Long 4035,NN3,NN,11/07/2002,Nam,
4036,SV04036,Sinh viên 4036,0997525522,Hạ Long 4036,DL4,DL,23/10/2005,Nữ,
4037,SV04037,Sinh viên 4037,0943771135,Hạ Long 4037,QTKD1,QTKD,12/03/2000,Nam,
4038,SV04038,Sinh viên 4038,0972557048,Hạ Long 4038,NN1,NN,14/03/2002,Nam,
4039,SV04039,Sinh viên 4039,0973202877,Hạ Long 4039,DL1,DL,13/03/2002,Nam,
4040,SV04040,Sinh viên 4040,0919553364,Hạ Long 4040,NN1,NN,23/02/2003,Nam,
4041,SV04041,Sinh viên 4041,0974962584,Hạ Long 4041,CNTT5,CNTT,13/03/2000,Nam,
4042,SV04042,Sinh viên 4042,0976920298,Hạ Long 4042,CNTT5,CNTT,14/07/2001,Nam,
4043,SV04043,Sinh viên 4043,0940395784,Hạ Long 4043,QTKD3,QTKD,17/08/2004,Nam,
4044,SV04044,Sinh viên 4044,0970892060,Hạ Long 4044,DL5,DL,02/10/2001,Nam,
4045,SV04045,Sinh viên 4045,0921519982,Hạ Long 4045,CNTT3,CNTT,15/07/2005,Nữ,
4046,SV04046,Sinh viên 4046,0972171590,Hạ Long 4046,QTKD5,QTKD,16/06/2001,Nam,
4047,SV04047,Sinh viên 4047,0951099720,Hạ Long 4047,NN1,NN,13/12/2001,Nữ,
4048,SV04048,Sinh viên 4048,0988415665,Hạ Long 4048,DL1,DL,28/07/2000,Nam,
4049,SV04049,Sinh viên 4049,0936475321,Hạ Long 4049,QTKD1,QTKD,16/09/2004,Nữ,
4050,SV04050,Sinh viên 4050,0925880583,Hạ Long 4050,KT4,KT,01/04/2001,Nam,
4051,SV04051,Sinh viên 4051,0976915864,Hạ Long 4051,NN1,NN,09/03/2002,Nam,
4052,SV04052,Sinh viên 4052,0981936690,Hạ Long 4052,KT4,KT,20/09/2004,Nam,
4053,SV04053,Sinh viên 4053,0914771171,Hạ Long 4053,NN3,NN,10/11/2003,Nữ,
4054,SV04054,Sinh viên 4054,0986497251,Hạ Long 4054,QTKD5,QTKD,09/11/2003,Nam,
4055,SV04055,Sinh viên 4055,0980705882,Hạ Long 4055,KT2,KT,23/02/2005,Nữ,
4056,SV04056,Sinh viên 4056,0957559851,Hạ Long 4056,QTKD1,QTKD,18/11/2002,Nữ,
4057,SV04057,Sinh viên 4057,0934084469,Hạ Long 4057,NN1,NN,10/07/2005,Nam,
4058,SV04058,Sinh viên 4058,0993756697,Hạ Long 4058,DL1,DL,11/03/2005,Nữ,
4059,SV04059,Sinh viên 4059,0968070118,Hạ Long 4059,NN5,NN,21/08/2003,Nam,
4060,SV04060,Sinh viên 4060,0968747573,Hạ Long 4060,NN3,NN,16/09/2004,Nữ,
4061,SV04061,Sinh viên 4061,0931176054,Hạ Long 4061,DL3,DL,15/10/2000,Nam,
4062,SV04062,Sinh viên 4062,0956144318,Hạ Long 4062,QTKD5,QTKD,13/09/2000,Nam,
4063,SV04063,Sinh viên 4063,0924866706,Hạ Long 4063,QTKD4,QTKD,09/05/2002,Nữ,
4064,SV04064,Sinh viên 4064,0975874748,Hạ Long 4064,QTKD4,QTKD,06/02/2003,Nam,
4065,SV04065,Sinh viên 4065,0962970600,Hạ Long 4065,DL5,DL,25/07/2002,Nữ,
4066,SV04066,Sinh viên 4066,0983868990,Hạ Long 4066,NN2,NN,21/05/2002,Nữ,
4067,SV04067,Sinh viên 4067,0934937037,Hạ Long 4067,KT4,KT,17/08/2002,Nam,
4068,SV04068,Sinh viên 4068,0983866691,Hạ Long 4068,KT5,KT,02/07/2003,Nam,
4069,SV04069,Sinh viên 4069,0962428118,Hạ Long 4069,CNTT2,CNTT,07/02/2005,Nam,
4070,SV04070,Sinh viên 4070,0940912597,Hạ Long 4070,DL4,DL,27/09/2003,Nữ,
4071,SV04071,Sinh viên 4071,0988349764,Hạ Long 4071,KT1,KT,20/03/2000,Nam,
4072,SV04072,Sinh viên 4072,0917167957,Hạ Long 4072,NN2,NN,16/07/2000,Nam,
4073,SV04073,Sinh viên 4073,0965546438,Hạ Long 4073,CNTT3,CNTT,24/12/2005,Nữ,
4074,SV04074,Sinh viên 4074,0999329596,Hạ Long 4074,NN2,NN,04/12/2000,Nữ,
4075,SV04075,Sinh viên 4075,0989021646,Hạ Long 4075,DL1,DL,12/12/2004,Nam,
4076,SV04076,Sinh viên 4076,0982248633,Hạ Long 4076,KT1,KT,24/11/2000,Nữ,
4077,SV04077,Sinh viên 4077,0999946540,Hạ Long 4077,CNTT4,CNTT,12/11/2005,Nữ,
4078,SV04078,Sinh viên 4078,0930704216,Hạ Long 4078,CNTT4,CNTT,12/04/2001,Nữ,
4079,SV04079,Sinh viên 4079,0916010241,Hạ Long 4079,KT1,KT,07/09/2000,Nam,
4080,SV04080,Sinh viên 4080,0936916073,Hạ Long 4080,DL1,DL,26/04/2004,Nữ,
4081,SV04081,Sinh viên 4081,0974373985,Hạ Long 4081,DL3,DL,12/02/2003,Nữ,
4082,SV04082,Sinh viên 4082,0960400485,Hạ Long 4082,CNTT3,CNTT,02/04/2003,Nam,
4083,SV04083,Sinh viên 4083,0958347328,Hạ Long 4083,CNTT3,CNTT,06/08/2005,Nam,
4084,SV04084,Sinh viên 4084,0925300326,Hạ Long 4084,KT3,KT,06/03/2004,Nam,
4085,SV04085,Sinh viên 4085,0973805676,Hạ Long 4085,QTKD3,QTKD,19/12/2003,Nam,
4086,SV04086,Sinh viên 4086,0928423024,Hạ Long 4086,DL4,DL,25/09/2005,Nam,
4087,SV04087,Sinh viên 4087,0916633669,Hạ Long 4087,KT2,KT,25/04/2005,Nữ,
4088,SV04088,Sinh viên 4088,0946303158,Hạ Long 4088,KT1,KT,04/05/2003,Nữ,
4089,SV04089,Sinh viên 4089,0976702647,Hạ Long 4089,KT4,KT,01/04/2004,Nữ,
4090,SV04090,Sinh viên 4090,0913292568,Hạ Long 4090,KT5,KT,16/05/2002,Nam,
4091,SV04091,Sinh viên 4091,0928369663,Hạ Long 4091,CNTT1,CNTT,11/08/2005,Nữ,
4092,SV04092,Sinh viên 4092,0944148438,Hạ Long 4092,QTKD1,QTKD,02/02/2003,Nữ,
4093,SV04093,Sinh viên 4093,0943014922,Hạ Long 4093,QTKD1,QTKD,04/01/2001,Nữ,
4094,SV04094,Sinh viên 4094,0999751951,Hạ Long 4094,NN1,NN,24/05/2000,Nam,
4095,SV04095,Sinh viên 4095,0925454226,Hạ Long 4095,KT4,KT,22/03/2001,Nam,
4096,SV04096,Sinh viên 4096,0918039083,Hạ Long 4096,CNTT3,CNTT,11/10/2002,Nữ,
4097,SV04097,Sinh viên 4097,0924068347,Hạ Long 4097,KT2,KT,02/03/2004,Nữ,
4098,SV04098,Sinh viên 4098,0915304691,Hạ Long 4098,QTKD2,QTKD,19/10/2003,Nữ,
4099,SV04099,Sinh viên 4099,0936686567,Hạ Long 4099,DL1,DL,02/07/2000,Nam,
4100,SV04100,Sinh viên 4100,0947867710,Hạ Long 4100,DL2,DL,21/05/2005,Nam,
4101,SV04101,Sinh viên 4101,0916532709,Hạ Long 4101,NN5,NN,26/05/2001,Nam,
4102,SV04102,Sinh viên 4102,0925175306,Hạ Long 4102,KT1,KT,13/06/2000,Nữ,
4103,SV04103,Sinh viên 4103,0964817900,Hạ Long 4103,DL1,DL,16/09/2000,Nữ,
4104,SV04104,Sinh viên 4104,0991996910,Hạ Long 4104,CNTT2,CNTT,22/06/2003,Nữ,
4105,SV04105,Sinh viên 4105,0982984152,Hạ Long 4105,CNTT3,CNTT,14/10/2000,Nữ,
4106,SV04106,Sinh viên 4106,0914800296,Hạ Long 4106,NN5,NN,25/04/2003,Nữ,
4107,SV04107,Sinh viên 4107,0946378927,Hạ Long 4107,QTKD1,QTKD,08/08/2000,Nam,
4108,SV04108,Sinh viên 4108,0974578126,Hạ Long 4108,QTKD2,QTKD,18/07/2005,Nữ,
4109,SV04109,Sinh viên 4109,0950920683,Hạ Long 4109,NN3,NN,25/03/2000,Nam,
4110,SV04110,Sinh viên 4110,0983336601,Hạ Long 4110,CNTT2,CNTT,05/05/2000,Nữ,
4111,SV04111,Sinh viên 4111,0924271920,Hạ Long 4111,NN5,NN,04/04/2003,Nam,
4112,SV04112,Sinh viên 4112,0951802973,Hạ Long 4112,DL4,DL,01/11/2005,Nam,
4113,SV04113,Sinh viên 4113,0991907877,Hạ Long 4113,QTKD1,QTKD,08/02/2000,Nữ,
4114,SV04114,Sinh viên 4114,0970251289,Hạ Long 4114,DL3,DL,14/02/2001,Nữ,
4115,SV04115,Sinh viên 4115,0919549920,Hạ Long 4115,NN5,NN,07/09/2002,Nam,
4116,SV04116,Sinh viên 4116,0937639437,Hạ Long 4116,QTKD5,QTKD,01/03/2002,Nam,
4117,SV04117,Sinh viên 4117,0962511504,Hạ Long 4117,NN5,NN,08/05/2000,Nam,
4118,SV04118,Sinh viên 4118,0955331835,Hạ Long 4118,NN1,NN,17/11/2004,Nam,
4119,SV04119,Sinh viên 4119,0937789603,Hạ Long 4119,DL1,DL,16/10/2004,Nữ,
4120,SV04120,Sinh viên 4120,0991489722,Hạ Long 4120,NN5,NN,24/01/2002,Nam,
4121,SV04121,Sinh viên 4121,0955854678,Hạ Long 4121,QTKD1,QTKD,18/01/2002,Nữ,
4122,SV04122,Sinh viên 4122,0936268113,Hạ Long 4122,CNTT4,CNTT,23/10/2004,Nữ,
4123,SV04123,Sinh viên 4123,0944518318,Hạ Long 4123,NN5,NN,21/06/2003,Nữ,
4124,SV04124,Sinh viên 4124,0923435509,Hạ Long 4124,QTKD1,QTKD,17/01/2002,Nữ,
4125,SV04125,Sinh viên 4125,0920422232,Hạ Long 4125,KT5,KT,06/02/2000,Nam,
4126,SV04126,Sinh viên 4126,0961431186,Hạ Long 4126,NN2,NN,12/08/2002,Nam,
4127,SV04127,Sinh viên 4127,0948786480,Hạ Long 4127,KT1,KT,25/10/2001,Nam,
4128,SV04128,Sinh viên 4128,0989859611,Hạ Long 4128,DL3,DL,20/09/2004,Nam,
4129,SV04129,Sinh viên 4129,0941685390,Hạ Long 4129,KT1,KT,22/11/2001,Nữ,
4130,SV04130,Sinh viên 4130,0987553598,Hạ Long 4130,CNTT4,CNTT,16/06/2001,Nam,
4131,SV04131,Sinh viên 4131,0939386987,Hạ Long 4131,DL3,DL,05/07/2003,Nữ,
4132,SV04132,Sinh viên 4132,0936992791,Hạ Long 4132,QTKD1,QTKD,16/12/2000,Nam,
4133,SV04133,Sinh viên 4133,0924646528,Hạ Long 4133,QTKD1,QTKD,27/07/2000,Nữ,
4134,SV04134,Sinh viên 4134,0949707444,Hạ Long 4134,DL2,DL,22/02/2003,Nam,
4135,SV04135,Sinh viên 4135,0952724716,Hạ Long 4135,KT5,KT,18/04/2003,Nam,
4136,SV04136,Sinh viên 4136,0912297727,Hạ Long 4136,DL5,DL,01/11/2002,Nữ,
4137,SV04137,Sinh viên 4137,0966113753,Hạ Long 4137,DL5,DL,22/05/2002,Nữ,
4138,SV04138,Sinh viên 4138,0943040295,Hạ Long 4138,NN4,NN,27/03/2001,Nam,
4139,SV04139,Sinh viên 4139,0946699704,Hạ Long 4139,CNTT4,CNTT,25/09/2002,Nữ,
4140,SV04140,Sinh viên 4140,0917193245,Hạ Long 4140,NN3,NN,26/05/2002,Nữ,
4141,SV04141,Sinh viên 4141,0965055258,Hạ Long 4141,KT5,KT,28/02/2005,Nữ,
4142,SV04142,Sinh viên 4142,0956548512,Hạ Long 4142,KT4,KT,08/10/2001,Nam,
4143,SV04143,Sinh viên 4143,0971527411,Hạ Long 4143,QTKD4,QTKD,26/06/2001,Nam,
4144,SV04144,Sinh viên 4144,0981307692,Hạ Long 4144,CNTT1,CNTT,24/12/2001,Nam,
4145,SV04145,Sinh viên 4145,0946540593,Hạ Long 4145,QTKD4,QTKD,22/04/2005,Nữ,
4146,SV04146,Sinh viên 4146,0981479654,Hạ Long 4146,NN5,NN,17/04/2004,Nam,
4147,SV04147,Sinh viên 4147,0986813137,Hạ Long 4147,DL1,DL,19/08/2004,Nam,
4148,SV04148,Sinh viên 4148,0922346822,Hạ Long 4148,QTKD1,QTKD,08/12/2001,Nam,
4149,SV04149,Sinh viên 4149,0993494844,Hạ Long 4149,QTKD4,QTKD,15/01/2002,Nữ,
4150,SV04150,Sinh viên 4150,0929292463,Hạ Long 4150,QTKD4,QTKD,17/06/2004,Nữ,
4151,SV04151,Sinh viên 4151,0929508563,Hạ Long 4151,QTKD4,QTKD,16/11/2000,Nam,
4152,SV04152,Sinh viên 4152,0945313496,Hạ Long 4152,CNTT1,CNTT,25/09/2005,Nữ,
4153,SV04153,Sinh viên 4153,0967165486,Hạ Long 4153,CNTT3,CNTT,16/08/2001,Nữ,
4154,SV04154,Sinh viên 4154,0937483494,Hạ Long 4154,QTKD5,QTKD,04/06/2003,Nữ,
4155,SV04155,Sinh viên 4155,0957434518,Hạ Long 4155,KT4,KT,15/01/2004,Nữ,
4156,SV04156,Sinh viên 4156,0918226726,Hạ Long 4156,CNTT5,CNTT,28/04/2003,Nữ,
4157,SV04157,Sinh viên 4157,0958250571,Hạ Long 4157,NN1,NN,27/01/2005,Nam,
4158,SV04158,Sinh viên 4158,0970445666,Hạ Long 4158,CNTT4,CNTT,23/07/2005,Nam,
4159,SV04159,Sinh viên 4159,0984588969,Hạ Long 4159,QTKD2,QTKD,12/03/2005,Nữ,
4160,SV04160,Sinh viên 4160,0989727971,Hạ Long 4160,KT3,KT,19/06/2003,Nữ,
4161,SV04161,Sinh viên 4161,0973638595,Hạ Long 4161,CNTT5,CNTT,22/08/2004,Nữ,
4162,SV04162,Sinh viên 4162,0986800460,Hạ Long 4162,CNTT5,CNTT,19/09/2003,Nam,
4163,SV04163,Sinh viên 4163,0976074445,Hạ Long 4163,KT1,KT,26/03/2004,Nam,
4164,SV04164,Sinh viên 4164,0957428387,Hạ Long 4164,DL1,DL,13/11/2005,Nữ,
4165,SV04165,Sinh viên 4165,0993457551,Hạ Long 4165,DL2,DL,04/02/2000,Nam,
4166,SV04166,Sinh viên 4166,0910775224,Hạ Long 4166,NN5,NN,08/09/2005,Nam,
4167,SV04167,Sinh viên 4167,0988580060,Hạ Long 4167,DL3,DL,19/03/2003,Nam,
4168,SV04168,Sinh viên 4168,0933734450,Hạ Long 4168,KT2,KT,04/02/2002,Nữ,
4169,SV04169,Sinh viên 4169,0921088784,Hạ Long 4169,CNTT4,CNTT,13/09/2002,Nữ,
4170,SV04170,Sinh viên 4170,0917818879,Hạ Long 4170,QTKD2,QTKD,13/10/2002,Nam,
4171,SV04171,Sinh viên 4171,0969156896,Hạ Long 4171,QTKD5,QTKD,14/07/2002,Nữ,
4172,SV04172,Sinh viên 4172,0988871474,Hạ Long 4172,KT4,KT,27/06/2000,Nam,
4173,SV04173,Sinh viên 4173,0987862109,Hạ Long 4173,QTKD1,QTKD,05/03/2003,Nữ,
4174,SV04174,Sinh viên 4174,0936408929,Hạ Long 4174,NN4,NN,10/10/2004,Nữ,
4175,SV04175,Sinh viên 4175,0996108559,Hạ Long 4175,NN1,NN,12/05/2002,Nam,
4176,SV04176,Sinh viên 4176,0930078257,Hạ Long 4176,NN4,NN,15/12/2002,Nữ,
4177,SV04177,Sinh viên 4177,0995522402,Hạ Long 4177,NN2,NN,04/02/2001,Nữ,
4178,SV04178,Sinh viên 4178,0969899932,Hạ Long 4178,DL5,DL,11/07/2000,Nam,
4179,SV04179,Sinh viên 4179,0912551723,Hạ Long 4179,KT2,KT,18/10/2003,Nữ,
4180,SV04180,Sinh viên 4180,0982132684,Hạ Long 4180,DL4,DL,22/03/2000,Nữ,
4181,SV04181,Sinh viên 4181,0927505454,Hạ Long 4181,NN5,NN,25/12/2002,Nữ,
4182,SV04182,Sinh viên 4182,0978861831,Hạ Long 4182,CNTT1,CNTT,08/04/2001,Nam,
4183,SV04183,Sinh viên 4183,0922164333,Hạ Long 4183,KT1,KT,13/01/2002,Nam,
4184,SV04184,Sinh viên 4184,0942044115,Hạ Long 4184,NN5,NN,06/04/2001,Nữ,
4185,SV04185,Sinh viên 4185,0955317393,Hạ Long 4185,DL2,DL,23/06/2000,Nữ,
4186,SV04186,Sinh viên 4186,0986748151,Hạ Long 4186,QTKD2,QTKD,04/03/2005,Nữ,
4187,SV04187,Sinh viên 4187,0951688096,Hạ Long 4187,QTKD2,QTKD,17/10/2000,Nam,
4188,SV04188,Sinh viên 4188,0918261300,Hạ Long 4188,KT1,KT,23/08/2003,Nữ,
4189,SV04189,Sinh viên 4189,0953776165,Hạ Long 4189,QTKD2,QTKD,24/06/2001,Nam,
4190,SV04190,Sinh viên 4190,0972325674,Hạ Long 4190,DL2,DL,05/01/2003,Nam,
4191,SV04191,Sinh viên 4191,0921574114,Hạ Long 4191,DL3,DL,24/10/2004,Nam,
4192,SV04192,Sinh viên 4192,0917808585,Hạ Long 4192,DL2,DL,28/02/2004,Nữ,
4193,SV04193,Sinh viên 4193,0993417373,Hạ Long 4193,KT3,KT,02/08/2003,Nữ,
4194,SV04194,Sinh viên 4194,0965700360,Hạ Long 4194,KT4,KT,17/01/2005,Nữ,
4195,SV04195,Sinh viên 4195,0949553038,Hạ Long 4195,QTKD2,QTKD,02/01/2001,Nữ,
4196,SV04196,Sinh viên 4196,0942896951,Hạ Long 4196,NN3,NN,03/10/2000,Nam,
4197,SV04197,Sinh viên 4197,0953265584,Hạ Long 4197,DL4,DL,14/01/2004,Nữ,
4198,SV04198,Sinh viên 4198,0965323095,Hạ Long 4198,CNTT2,CNTT,19/03/2004,Nữ,
4199,SV04199,Sinh viên 4199,0968195363,Hạ Long 4199,CNTT3,CNTT,13/03/2002,Nữ,
4200,SV04200,Sinh viên 4200,0963120756,Hạ Long 4200,DL3,DL,14/04/2004,Nam,
4201,SV04201,Sinh viên 4201,0959178852,Hạ Long 4201,DL3,DL,16/08/2004,Nữ,
4202,SV04202,Sinh viên 4202,0955475188,Hạ Long 4202,KT2,KT,06/09/2000,Nữ,
4203,SV04203,Sinh viên 4203,0940517207,Hạ Long 4203,NN3,NN,01/06/2004,Nữ,
