id,masv,hoten,cc,dk1,dk2,dt,diem_trung_binh,ghi_chu
4000,SV04000,Sinh viên 4000,7.6,8.0,9.0,9.8,9.19,Giỏi
4001,SV04001,Sinh viên 4001,8.3,4.1,5.4,4.8,5.13,Trung bình
4002,SV04002,Sinh viên 4002,6.8,9.3,6.2,6.9,7.14,Khá
4003,SV04003,Sinh viên 4003,5.4,6.4,8.4,3.6,4.92,Yếu
4004,SV04004,Sinh viên 4004,9.7,5.3,5.7,2.7,4.24,Yếu
4005,SV04005,Sinh viên 4005,9.6,6.3,9.4,9.5,9.02,Giỏi
4006,SV04006,Sinh viên 4006,8.8,7.2,6.5,4.6,5.69,Trung bình
4007,SV04007,Sinh viên 4007,6.1,3.5,9.3,6.4,6.37,Trung bình
4008,SV04008,Sinh viên 4008,6.8,6.0,5.6,4.1,4.88,Yếu
4009,SV04009,Sinh viên 4009,5.4,3.7,9.4,5.4,5.75,Trung bình
4010,SV04010,Sinh viên 4010,7.2,6.4,8.8,8.6,8.16,Giỏi
4011,SV04011,Sinh viên 4011,6.1,4.9,5.3,2.6,3.7,Yếu
4012,SV04012,Sinh viên 4012,7.7,8.8,7.2,4.7,5.99,Trung bình
4013,SV04013,Sinh viên 4013,5.2,3.9,4.4,3.1,3.62,Yếu
4014,SV04014,Sinh viên 4014,8.6,8.5,8.9,8.2,8.39,Giỏi
4015,SV04015,Sinh viên 4015,6.1,4.8,10.0,8.7,8.05,Giỏi
4016,SV04016,Sinh viên 4016,5.4,7.1,7.7,7.0,6.96,Khá
4017,SV04017,Sinh viên 4017,9.2,8.1,3.5,2.2,3.98,Yếu
4018,SV04018,Sinh viên 4018,9.1,4.2,8.7,9.8,8.72,Giỏi
4019,SV04019,Sinh viên 4019,6.4,3.8,3.4,4.4,4.36,Yếu
4020,SV04020,Sinh viên 4020,6.5,6.3,8.2,7.3,7.21,Khá
4021,SV04021,Sinh viên 4021,7.4,9.1,3.8,7.2,7.0,Khá
4022,SV04022,Sinh viên 4022,7.2,9.9,3.3,6.7,6.72,Khá
4023,SV04023,Sinh viên 4023,7.8,7.5,5.1,9.6,8.43,Giỏi
4024,SV04024,Sinh viên 4024,6.6,9.5,6.2,8.4,8.05,Giỏi
4025,SV04025,Sinh viên 4025,5.3,9.6,9.0,6.2,7.04,Khá
4026,SV04026,Sinh viên 4026,5.8,5.3,8.3,3.1,4.48,Yếu
4027,SV04027,Sinh viên 4027,5.4,7.8,5.1,8.9,7.81,Khá
4028,SV04028,Sinh viên 4028,7.9,9.4,9.7,4.4,6.29,Trung bình
4029,SV04029,Sinh viên 4029,8.6,8.0,6.1,6.5,6.88,Khá
4030,SV04030,Sinh viên 4030,7.6,8.3,9.9,7.6,8.05,Giỏi
4031,SV04031,Sinh viên 4031,5.5,8.7,9.0,3.8,5.48,Trung bình
4032,SV04032,Sinh viên 4032,9.9,4.8,8.8,5.9,6.57,Khá
4033,SV04033,Sinh viên 4033,8.2,6.2,5.8,9.8,8.5,Giỏi
4034,SV04034,Sinh viên 4034,6.9,7.8,7.1,4.4,5.56,Trung bình
4035,SV04035,Sinh viên 4035,7.2,7.5,8.4,6.5,7.0,Khá
4036,SV04036,Sinh viên 4036,9.8,8.9,8.4,3.6,5.74,Trung bình
4037,SV04037,Sinh viên 4037,9.1,6.2,4.5,4.2,5.04,Trung bình
4038,SV04038,Sinh viên 4038,7.1,7.8,9.3,2.8,4.96,Yếu
4039,SV04039,Sinh viên 4039,6.4,8.9,4.7,8.8,7.96,Khá
4040,SV04040,Sinh viên 4040,8.7,8.4,9.7,7.9,8.33,Giỏi
4041,SV04041,Sinh viên 4041,6.0,5.2,8.2,8.9,7.95,Khá
4042,SV04042,Sinh viên 4042,9.2,3.9,8.5,6.3,6.56,Khá
4043,SV04043,Sinh viên 4043,7.5,7.6,6.9,7.7,7.54,Khá
4044,SV04044,Sinh viên 4044,8.8,3.3,8.7,5.0,5.68,Trung bình
4045,SV04045,Sinh viên 4045,8.5,9.2,5.5,6.9,7.19,Khá
4046,SV04046,Sinh viên 4046,7.3,8.9,9.4,3.1,5.33,Trung bình
4047,SV04047,Sinh viên 4047,8.1,7.8,6.7,8.7,8.21,Giỏi
4048,SV04048,Sinh viên 4048,9.8,7.8,5.7,6.8,7.08,Khá
4049,SV04049,Sinh viên 4049,8.5,9.6,4.0,9.0,8.29,Giỏi
4050,SV04050,Sinh viên 4050,8.8,6.4,8.6,7.7,7.75,Khá
4051,SV04051,Sinh viên 4051,8.7,6.1,6.9,9.1,8.28,Giỏi
4052,SV04052,Sinh viên 4052,7.2,6.1,3.3,2.1,3.39,Yếu
4053,SV04053,Sinh viên 4053,7.2,7.1,5.8,9.8,8.54,Giỏi
4054,SV04054,Sinh viên 4054,9.5,6.0,3.1,3.2,4.23,Yếu
4055,SV04055,Sinh viên 4055,9.0,5.5,6.9,8.3,7.74,Khá
4056,SV04056,Sinh viên 4056,7.9,9.1,8.9,5.3,6.67,Khá
4057,SV04057,Sinh viên 4057,5.2,8.4,5.5,8.4,7.64,Khá
4058,SV04058,Sinh viên 4058,6.2,5.1,4.9,6.4,5.96,Trung bình
4059,SV04059,Sinh viên 4059,10.0,9.7,6.1,9.7,9.19,Giỏi
4060,SV04060,Sinh viên 4060,9.3,6.9,7.5,7.5,7.59,Khá
4061,SV04061,Sinh viên 4061,5.6,4.6,7.9,7.9,7.18,Khá
4062,SV04062,Sinh viên 4062,5.6,5.8,5.6,6.4,6.11,Trung bình
4063,SV04063,Sinh viên 4063,9.5,5.6,7.0,7.3,7.22,Khá
4064,SV04064,Sinh viên 4064,5.9,5.8,5.7,4.0,4.71,Yếu
4065,SV04065,Sinh viên 4065,9.1,5.8,8.3,9.0,8.43,Giỏi
4066,SV04066,Sinh viên 4066,5.2,7.8,5.0,4.7,5.26,Trung bình
4067,SV04067,Sinh viên 4067,6.1,3.8,9.8,2.2,3.97,Yếu
4068,SV04068,Sinh viên 4068,8.1,8.9,5.7,4.7,5.82,Trung bình
4069,SV04069,Sinh viên 4069,7.8,9.5,8.1,6.1,7.08,Khá
4070,SV04070,Sinh viên 4070,7.6,3.9,8.0,3.2,4.46,Yếu
4071,SV04071,Sinh viên 4071,5.9,5.3,8.3,3.3,4.61,Yếu
4072,SV04072,Sinh viên 4072,9.4,7.2,8.5,2.0,4.5,Yếu
4073,SV04073,Sinh viên 4073,9.9,3.8,6.7,5.4,5.8,Trung bình
4074,SV04074,Sinh viên 4074,6.7,8.1,7.3,7.8,7.66,Khá
4075,SV04075,Sinh viên 4075,5.5,5.7,6.3,6.6,6.31,Trung bình
4076,SV04076,Sinh viên 4076,6.0,6.6,8.2,8.5,7.92,Khá
4077,SV04077,Sinh viên 4077,8.0,3.8,6.5,5.8,5.83,Trung bình
4078,SV04078,Sinh viên 4078,5.0,6.4,4.3,7.0,6.3,Trung bình
4079,SV04079,Sinh viên 4079,8.6,5.5,5.7,9.3,8.12,Giỏi
4080,SV04080,Sinh viên 4080,8.6,5.7,4.4,6.4,6.21,Trung bình
4081,SV04081,Sinh viên 4081,7.2,8.7,6.9,5.5,6.36,Trung bình
4082,SV04082,Sinh viên 4082,7.5,8.2,8.2,2.1,4.47,Yếu
4083,SV04083,Sinh viên 4083,7.9,7.9,8.7,2.2,4.6,Yếu
4084,SV04084,Sinh viên 4084,5.2,6.0,8.0,9.9,8.56,Giỏi
4085,SV04085,Sinh viên 4085,6.2,9.4,9.7,6.9,7.62,Khá
4086,SV04086,Sinh viên 4086,5.5,3.1,4.9,3.5,3.85,Yếu
4087,SV04087,Sinh viên 4087,5.9,7.3,6.0,6.9,6.72,Khá
4088,SV04088,Sinh viên 4088,8.5,3.8,6.0,6.6,6.28,Trung bình
4089,SV04089,Sinh viên 4089,5.3,7.2,8.5,8.1,7.74,Khá
4090,SV04090,Sinh viên 4090,8.0,9.8,5.2,3.6,5.21,Trung bình
4091,SV04091,Sinh viên 4091,9.9,7.6,9.6,8.1,8.43,Giỏi
4092,SV04092,Sinh viên 4092,5.2,5.2,5.8,7.2,6.49,Trung bình
4093,SV04093,Sinh viên 4093,9.0,9.4,9.3,7.6,8.27,Giỏi
4094,SV04094,Sinh viên 4094,8.4,3.2,3.6,6.5,5.76,Trung bình
4095,SV04095,Sinh viên 4095,6.5,3.0,8.4,6.4,6.2,Trung bình
4096,SV04096,Sinh viên 4096,9.5,5.0,6.0,2.3,3.98,Yếu
4097,SV04097,Sinh viên 4097,8.0,6.7,4.6,6.2,6.21,Trung bình
4098,SV04098,Sinh viên 4098,9.9,5.1,3.6,6.4,6.13,Trung bình
4099,SV04099,Sinh viên 4099,8.1,8.7,8.5,3.6,5.55,Trung bình
4100,SV04100,Sinh viên 4100,8.0,5.4,3.5,7.5,6.63,Khá
4101,SV04101,Sinh viên 4101,5.4,7.7,6.4,3.3,4.63,Yếu
4102,SV04102,Sinh viên 4102,8.5,3.6,3.4,8.4,6.94,Khá
4103,SV04103,Sinh viên 4103,7.2,7.6,4.2,6.6,6.45,Trung bình
4104,SV04104,Sinh viên 4104,8.6,5.2,3.1,6.1,5.76,Trung bình
4105,SV04105,Sinh viên 4105,6.5,9.8,7.6,7.9,8.0,Giỏi
4106,SV04106,Sinh viên 4106,8.3,8.4,9.4,4.2,6.02,Trung bình
4107,SV04107,Sinh viên 4107,7.5,8.7,9.2,2.4,4.88,Yếu
4108,SV04108,Sinh viên 4108,6.7,7.1,8.9,3.4,5.11,Trung bình
4109,SV04109,Sinh viên 4109,7.3,5.4,6.9,4.7,5.39,Trung bình
4110,SV04110,Sinh viên 4110,5.2,5.0,6.5,4.3,4.82,Yếu
4111,SV04111,Sinh viên 4111,7.2,4.8,3.4,4.2,4.47,Yếu
4112,SV04112,Sinh viên 4112,9.0,5.5,8.3,9.4,8.61,Giỏi
4113,SV04113,Sinh viên 4113,7.9,7.2,8.4,8.2,8.05,Giỏi
4114,SV04114,Sinh viên 4114,7.5,4.6,9.4,9.0,8.25,Giỏi
4115,SV04115,Sinh viên 4115,8.9,3.6,8.0,5.2,5.75,Trung bình
4116,SV04116,Sinh viên 4116,5.5,3.7,7.8,7.5,6.78,Khá
4117,SV04117,Sinh viên 4117,5.7,8.4,9.3,3.8,5.51,Trung bình
4118,SV04118,Sinh viên 4118,9.8,7.0,3.6,9.3,8.15,Giỏi
4119,SV04119,Sinh viên 4119,7.9,7.8,7.0,3.6,5.17,Trung bình
4120,SV04120,Sinh viên 4120,5.8,7.3,5.0,10.0,8.43,Giỏi
4121,SV04121,Sinh viên 4121,6.1,7.9,5.4,7.5,7.11,Khá
4122,SV04122,Sinh viên 4122,7.4,6.3,9.3,4.1,5.54,Trung bình
4123,SV04123,Sinh viên 4123,6.9,7.1,3.1,9.0,7.62,Khá
4124,SV04124,Sinh viên 4124,8.6,8.5,9.5,2.4,5.0,Trung bình
4125,SV04125,Sinh viên 4125,9.0,6.3,4.0,8.9,7.79,Khá
4126,SV04126,Sinh viên 4126,7.3,4.5,8.3,7.7,7.27,Khá
4127,SV04127,Sinh viên 4127,9.7,4.9,5.3,8.7,7.72,Khá
4128,SV04128,Sinh viên 4128,9.0,4.9,6.1,6.6,6.51,Khá
4129,SV04129,Sinh viên 4129,9.3,4.4,7.9,6.4,6.62,Khá
4130,SV04130,Sinh viên 4130,6.5,7.4,9.8,4.4,5.87,Trung bình
4131,SV04131,Sinh viên 4131,9.0,4.6,8.7,9.0,8.29,Giỏi
4132,SV04132,Sinh viên 4132,7.1,5.8,9.5,9.6,8.77,Giỏi
4133,SV04133,Sinh viên 4133,6.5,6.7,8.8,7.4,7.42,Khá
4134,SV04134,Sinh viên 4134,7.1,7.7,3.7,3.1,4.28,Yếu
4135,SV04135,Sinh viên 4135,9.8,4.7,5.6,7.8,7.21,Khá
4136,SV04136,Sinh viên 4136,8.0,3.3,6.8,8.8,7.6,Khá
4137,SV04137,Sinh viên 4137,8.9,6.0,7.0,8.1,7.7,Khá
4138,SV04138,Sinh viên 4138,5.4,6.3,6.6,7.8,7.15,Khá
4139,SV04139,Sinh viên 4139,8.3,8.0,4.0,4.4,5.27,Trung bình
4140,SV04140,Sinh viên 4140,5.2,3.2,8.5,6.9,6.41,Trung bình
4141,SV04141,Sinh viên 4141,6.2,5.8,6.6,2.3,3.86,Yếu
4142,SV04142,Sinh viên 4142,8.1,5.3,8.7,9.1,8.37,Giỏi
4143,SV04143,Sinh viên 4143,6.3,8.1,7.0,3.3,4.87,Yếu
4144,SV04144,Sinh viên 4144,7.7,6.8,8.7,2.6,4.65,Yếu
4145,SV04145,Sinh viên 4145,7.1,6.0,9.8,6.6,7.04,Khá
4146,SV04146,Sinh viên 4146,8.1,9.6,4.0,4.0,5.25,Trung bình
4147,SV04147,Sinh viên 4147,5.8,4.5,9.8,5.3,5.9,Trung bình
4148,SV04148,Sinh viên 4148,6.1,4.9,9.0,2.2,4.01,Yếu
4149,SV04149,Sinh viên 4149,6.9,9.5,6.4,8.3,8.05,Giỏi
4150,SV04150,Sinh viên 4150,6.6,9.3,3.3,2.8,4.23,Yếu
4151,SV04151,Sinh viên 4151,8.2,9.5,9.3,3.0,5.44,Trung bình
4152,SV04152,Sinh viên 4152,9.8,7.8,3.4,2.8,4.34,Yếu
4153,SV04153,Sinh viên 4153,6.7,5.2,9.8,4.7,5.74,Trung bình
4154,SV04154,Sinh viên 4154,9.3,8.0,8.8,3.1,5.31,Trung bình
4155,SV04155,Sinh viên 4155,6.9,5.2,3.5,6.5,5.89,Trung bình
4156,SV04156,Sinh viên 4156,6.1,5.5,8.8,9.5,8.46,Giỏi
4157,SV04157,Sinh viên 4157,8.5,8.0,6.4,10.0,9.01,Giỏi
4158,SV04158,Sinh viên 4158,5.1,4.5,6.2,7.3,6.49,Trung bình
4159,SV04159,Sinh viên 4159,5.2,9.1,4.6,4.0,4.97,Yếu
4160,SV04160,Sinh viên 4160,8.2,5.7,9.8,2.4,4.58,Yếu
4161,SV04161,Sinh viên 4161,6.7,10.0,7.5,2.5,4.79,Yếu
4162,SV04162,Sinh viên 4162,9.0,6.3,7.0,5.0,5.89,Trung bình
4163,SV04163,Sinh viên 4163,9.1,3.1,8.6,2.9,4.41,Yếu
4164,SV04164,Sinh viên 4164,7.3,6.1,5.3,8.9,7.78,Khá
4165,SV04165,Sinh viên 4165,7.4,8.7,4.8,8.1,7.62,Khá
4166,SV04166,Sinh viên 4166,8.4,8.2,6.9,4.8,5.98,Trung bình
4167,SV04167,Sinh viên 4167,6.0,6.7,6.9,2.7,4.26,Yếu
4168,SV04168,Sinh viên 4168,8.1,8.1,6.3,5.1,6.03,Trung bình
4169,SV04169,Sinh viên 4169,7.5,4.7,6.2,8.4,7.42,Khá
4170,SV04170,Sinh viên 4170,5.2,8.8,4.7,2.7,4.17,Yếu
4171,SV04171,Sinh viên 4171,5.5,9.7,8.8,5.9,6.87,Khá
4172,SV04172,Sinh viên 4172,7.4,4.1,8.8,4.5,5.38,Trung bình
4173,SV04173,Sinh viên 4173,8.0,8.0,8.2,9.7,9.05,Giỏi
4174,SV04174,Sinh viên 4174,9.6,3.0,3.5,3.2,3.85,Yếu
4175,SV04175,Sinh viên 4175,7.9,6.1,5.9,2.9,4.33,Yếu
4176,SV04176,Sinh viên 4176,8.8,6.4,9.4,5.0,6.25,Trung bình
4177,SV04177,Sinh viên 4177,6.6,7.1,4.2,6.4,6.2,Trung bình
4178,SV04178,Sinh viên 4178,5.0,9.0,3.1,3.0,4.12,Yếu
4179,SV04179,Sinh viên 4179,5.5,3.1,6.9,6.4,5.89,Trung bình
4180,SV04180,Sinh viên 4180,7.1,6.3,6.6,6.7,6.66,Khá
4181,SV04181,Sinh viên 4181,8.9,9.8,4.2,4.4,5.63,Trung bình
4182,SV04182,Sinh viên 4182,5.1,6.9,6.7,4.9,5.49,Trung bình
4183,SV04183,Sinh viên 4183,5.2,3.4,8.7,3.8,4.62,Yếu
4184,SV04184,Sinh viên 4184,8.4,7.9,5.4,2.5,4.33,Yếu
4185,SV04185,Sinh viên 4185,7.4,8.9,5.5,4.9,5.84,Trung bình
4186,SV04186,Sinh viên 4186,7.5,7.5,9.2,4.7,6.07,Trung bình
4187,SV04187,Sinh viên 4187,7.9,4.0,7.4,9.7,8.32,Giỏi
4188,SV04188,Sinh viên 4188,5.4,4.5,7.1,2.9,4.02,Yếu
4189,SV04189,Sinh viên 4189,8.6,4.3,9.5,6.0,6.53,Khá
4190,SV04190,Sinh viên 4190,8.7,9.6,4.7,3.6,5.18,Trung bình
4191,SV04191,Sinh viên 4191,6.7,6.3,6.1,2.6,4.09,Yếu
4192,SV04192,Sinh viên 4192,7.6,4.5,6.1,8.7,7.57,Khá
4193,SV04193,Sinh viên 4193,6.8,8.5,4.2,5.1,5.64,Trung bình
4194,SV04194,Sinh viên 4194,7.5,6.4,5.5,9.2,8.05,Giỏi
4195,SV04195,Sinh viên 4195,9.8,4.9,5.7,4.6,5.33,Trung bình
4196,SV04196,Sinh viên 4196,9.0,5.2,7.0,9.8,8.61,Giỏi
4197,SV04197,Sinh viên 4197,6.7,9.5,8.5,6.4,7.21,Khá
4198,SV04198,Sinh viên 4198,6.9,8.6,8.1,8.8,8.47,Giỏi
4199,SV04199,Sinh viên 4199,7.8,6.1,5.7,9.1,8.01,Giỏi
4200,SV04200,Sinh viên 4200,6.5,8.0,7.0,3.0,4.7,Yếu
4201,SV04201,Sinh viên 4201,8.6,4.4,3.4,9.2,7.55,Khá
4202,SV04202,Sinh viên 4202,6.1,9.2,9.6,7.2,7.75,Khá
4203,SV04203,Sinh viên 4203,9.9,7.3,7.4,7.1,7.46,Khá
4204,SV04204,Sinh viên 4204,9.8,7.6,5.3,4.8,5.79,Trung bình
4205,SV04205,Sinh viên 4205,9.3,7.8,8.7,4.9,6.35,Trung bình
4206,SV04206,Sinh viên 4206,10.0,8.6,4.3,5.6,6.29,Trung bình
4207,SV04207,Sinh viên 4207,8.2,4.2,6.1,5.0,5.37,Trung bình
4208,SV04208,Sinh viên 4208,8.7,7.3,9.6,5.9,6.95,Khá
4209,SV04209,Sinh viên 4209,5.6,4.0,6.6,5.5,5.45,Trung bình
4210,SV04210,Sinh viên 4210,8.5,8.8,5.4,6.7,7.0,Khá
4211,SV04211,Sinh viên 4211,7.6,4.4,6.7,6.9,6.56,Khá
4212,SV04212,Sinh viên 4212,7.7,6.8,6.9,5.4,6.06,Trung bình
4213,SV04213,Sinh viên 4213,9.5,3.7,6.4,5.3,5.64,Trung bình
4214,SV04214,Sinh viên 4214,8.6,7.1,9.9,8.3,8.39,Giỏi
4215,SV04215,Sinh viên 4215,6.8,6.6,8.7,9.8,8.86,Giỏi
4216,SV04216,Sinh viên 4216,8.7,4.8,3.1,8.6,7.21,Khá
4217,SV04217,Sinh viên 4217,7.5,4.6,9.0,8.0,7.59,Khá
4218,SV04218,Sinh viên 4218,5.4,9.9,9.7,8.9,8.82,Giỏi
4219,SV04219,Sinh viên 4219,7.4,3.8,6.7,2.5,3.81,Yếu
4220,SV04220,Sinh viên 4220,5.3,4.0,7.9,9.3,7.89,Khá
4221,SV04221,Sinh viên 4221,9.2,4.0,7.7,9.5,8.38,Giỏi
4222,SV04222,Sinh viên 4222,6.1,8.2,3.2,7.3,6.7,Khá
4223,SV04223,Sinh viên 4223,5.5,3.1,6.8,4.1,4.49,Yếu
4224,SV04224,Sinh viên 4224,5.4,9.4,7.3,7.7,7.67,Khá
4225,SV04225,Sinh viên 4225,9.4,5.6,7.3,6.9,7.01,Khá
4226,SV04226,Sinh viên 4226,9.7,7.2,9.1,5.5,6.71,Khá
4227,SV04227,Sinh viên 4227,7.3,3.5,5.2,8.3,7.02,Khá
4228,SV04228,Sinh viên 4228,5.4,6.3,7.5,4.5,5.31,Trung bình
4229,SV04229,Sinh viên 4229,8.1,9.7,4.9,2.0,4.2,Yếu
4230,SV04230,Sinh viên 4230,9.9,8.9,5.6,5.7,6.58,Khá
4231,SV04231,Sinh viên 4231,5.6,7.0,5.9,7.7,7.12,Khá
4232,SV04232,Sinh viên 4232,9.9,9.4,7.2,3.9,5.82,Trung bình
4233,SV04233,Sinh viên 4233,7.2,9.1,3.1,4.3,5.13,Trung bình
4234,SV04234,Sinh viên 4234,8.5,6.8,6.2,6.1,6.46,Trung bình
4235,SV04235,Sinh viên 4235,8.9,4.2,3.9,5.3,5.29,Trung bình
4236,SV04236,Sinh viên 4236,7.7,9.4,6.8,9.7,9.02,Giỏi
4237,SV04237,Sinh viên 4237,8.4,5.9,5.5,9.4,8.19,Giỏi
4238,SV04238,Sinh viên 4238,9.9,3.4,8.1,3.2,4.63,Yếu
4239,SV04239,Sinh viên 4239,5.7,5.1,5.4,9.9,8.09,Giỏi
4240,SV04240,Sinh viên 4240,8.8,7.2,3.8,8.1,7.39,Khá
4241,SV04241,Sinh viên 4241,9.2,7.3,5.1,3.4,4.82,Yếu
4242,SV04242,Sinh viên 4242,7.5,7.9,8.2,3.3,5.14,Trung bình
4243,SV04243,Sinh viên 4243,6.6,6.5,6.9,7.0,6.87,Khá
4244,SV04244,Sinh viên 4244,8.6,7.1,8.5,5.0,6.2,Trung bình
4245,SV04245,Sinh viên 4245,5.3,6.4,6.3,9.6,8.2,Giỏi
4246,SV04246,Sinh viên 4246,7.6,3.8,4.7,8.9,7.38,Khá
4247,SV04247,Sinh viên 4247,7.6,4.3,9.9,3.2,4.81,Yếu
4248,SV04248,Sinh viên 4248,8.4,5.6,6.7,8.0,7.48,Khá
4249,SV04249,Sinh viên 4249,6.8,4.7,3.1,6.8,5.93,Trung bình
4250,SV04250,Sinh viên 4250,9.0,5.0,3.6,3.0,3.99,Yếu
4251,SV04251,Sinh viên 4251,7.1,4.4,5.9,6.1,5.91,Trung bình
4252,SV04252,Sinh viên 4252,5.7,5.9,8.1,5.2,5.79,Trung bình
4253,SV04253,Sinh viên 4253,9.7,8.3,4.4,5.3,6.05,Trung bình
4254,SV04254,Sinh viên 4254,5.4,9.0,5.7,6.4,6.58,Khá
4255,SV04255,Sinh viên 4255,7.9,3.6,9.3,3.2,4.64,Yếu
4256,SV04256,Sinh viên 4256,9.9,5.0,4.8,8.9,7.8,Khá
4257,SV04257,Sinh viên 4257,6.6,9.6,8.8,3.4,5.46,Trung bình
4258,SV04258,Sinh viên 4258,5.8,6.9,4.7,6.3,6.1,Trung bình
4259,SV04259,Sinh viên 4259,8.6,8.3,4.2,2.7,4.36,Yếu
4260,SV04260,Sinh viên 4260,9.1,8.9,5.3,2.7,4.66,Yếu
4261,SV04261,Sinh viên 4261,7.7,8.4,8.9,9.3,8.95,Giỏi
4262,SV04262,Sinh viên 4262,9.8,7.1,9.4,6.9,7.59,Khá
4263,SV04263,Sinh viên 4263,5.2,7.2,3.6,5.4,5.38,Trung bình
4264,SV04264,Sinh viên 4264,6.8,7.7,9.6,7.0,7.48,Khá
4265,SV04265,Sinh viên 4265,10.0,7.7,7.9,2.3,4.72,Yếu
4266,SV04266,Sinh viên 4266,6.9,6.8,5.5,9.4,8.18,Giỏi
4267,SV04267,Sinh viên 4267,6.2,9.2,5.1,9.5,8.46,Giỏi
4268,SV04268,Sinh viên 4268,7.6,4.7,3.9,4.0,4.45,Yếu
4269,SV04269,Sinh viên 4269,7.7,4.3,7.8,6.6,6.54,Khá
4270,SV04270,Sinh viên 4270,5.8,7.5,9.3,4.0,5.5,Trung bình
4271,SV04271,Sinh viên 4271,6.5,4.3,8.2,6.4,6.37,Trung bình
4272,SV04272,Sinh viên 4272,6.7,3.1,7.1,8.1,7.06,Khá
4273,SV04273,Sinh viên 4273,9.9,8.9,8.3,6.4,7.41,Khá
4274,SV04274,Sinh viên 4274,7.8,7.7,6.6,2.1,4.18,Yếu
4275,SV04275,Sinh viên 4275,5.7,8.9,4.1,4.4,5.16,Trung bình
4276,SV04276,Sinh viên 4276,7.8,6.4,3.7,8.7,7.51,Khá
4277,SV04277,Sinh viên 4277,8.8,3.9,9.1,2.9,4.57,Yếu
4278,SV04278,Sinh viên 4278,6.0,6.7,4.7,8.0,7.11,Khá
4279,SV04279,Sinh viên 4279,8.6,5.1,6.6,3.6,4.78,Yếu
4280,SV04280,Sinh viên 4280,9.3,6.7,6.6,6.3,6.71,Khá
4281,SV04281,Sinh viên 4281,9.4,6.9,4.9,8.6,7.87,Khá
4282,SV04282,Sinh viên 4282,6.6,3.6,5.0,8.3,6.93,Khá
4283,SV04283,Sinh viên 4283,7.8,3.4,8.0,7.4,6.93,Khá
4284,SV04284,Sinh viên 4284,5.8,3.3,4.8,6.3,5.57,Trung bình
4285,SV04285,Sinh viên 4285,5.7,9.6,7.9,6.9,7.33,Khá
4286,SV04286,Sinh viên 4286,8.3,5.4,9.4,3.3,5.03,Trung bình
4287,SV04287,Sinh viên 4287,5.4,7.6,6.4,3.7,4.86,Yếu
4288,SV04288,Sinh viên 4288,6.5,8.6,5.0,4.6,5.45,Trung bình
4289,SV04289,Sinh viên 4289,7.0,6.7,5.0,4.6,5.21,Trung bình
4290,SV04290,Sinh viên 4290,5.4,7.1,5.7,4.0,4.86,Yếu
4291,SV04291,Sinh viên 4291,6.1,6.7,5.6,7.1,6.71,Khá
4292,SV04292,Sinh viên 4292,8.4,3.1,5.3,2.4,3.54,Yếu
4293,SV04293,Sinh viên 4293,5.3,3.2,5.6,8.3,6.83,Khá
4294,SV04294,Sinh viên 4294,7.5,6.7,5.8,8.4,7.67,Khá
4295,SV04295,Sinh viên 4295,6.0,5.8,6.4,9.9,8.37,Giỏi
4296,SV04296,Sinh viên 4296,5.7,8.1,5.1,4.8,5.43,Trung bình
4297,SV04297,Sinh viên 4297,7.8,4.8,4.2,6.5,6.03,Trung bình
4298,SV04298,Sinh viên 4298,7.2,3.7,6.1,5.0,5.19,Trung bình
4299,SV04299,Sinh viên 4299,5.2,9.2,3.5,6.1,6.08,Trung bình
4300,SV04300,Sinh viên 4300,5.5,3.9,9.2,5.3,5.69,Trung bình
4301,SV04301,Sinh viên 4301,7.6,8.7,7.8,6.0,6.83,Khá
4302,SV04302,Sinh viên 4302,7.2,4.7,6.6,5.6,5.78,Trung bình
4303,SV04303,Sinh viên 4303,5.7,7.9,8.3,3.7,5.22,Trung bình
4304,SV04304,Sinh viên 4304,8.4,7.5,3.5,5.4,5.73,Trung bình
4305,SV04305,Sinh viên 4305,7.8,3.4,7.1,3.7,4.58,Yếu
4306,SV04306,Sinh viên 4306,9.2,6.1,4.9,5.3,5.75,Trung bình
4307,SV04307,Sinh viên 4307,8.9,6.3,7.8,9.4,8.64,Giỏi
4308,SV04308,Sinh viên 4308,5.4,6.5,9.7,4.9,5.91,Trung bình
4309,SV04309,Sinh viên 4309,8.0,9.2,3.8,8.5,7.85,Khá
4310,SV04310,Sinh viên 4310,5.7,9.0,9.8,3.4,5.43,Trung bình
4311,SV04311,Sinh viên 4311,8.7,7.8,5.2,6.1,6.48,Trung bình
4312,SV04312,Sinh viên 4312,8.4,8.9,4.5,6.5,6.75,Khá
4313,SV04313,Sinh viên 4313,9.4,8.7,9.4,3.3,5.63,Trung bình
4314,SV04314,Sinh viên 4314,9.3,3.1,4.9,7.1,6.39,Trung bình
4315,SV04315,Sinh viên 4315,5.9,3.8,9.8,4.8,5.51,Trung bình
4316,SV04316,Sinh viên 4316,6.2,3.8,6.6,5.1,5.24,Trung bình
4317,SV04317,Sinh viên 4317,7.7,5.6,6.8,7.0,6.83,Khá
4318,SV04318,Sinh viên 4318,6.3,5.7,5.9,6.4,6.21,Trung bình
4319,SV04319,Sinh viên 4319,9.1,6.7,5.9,2.2,4.12,Yếu
4320,SV04320,Sinh viên 4320,8.8,5.8,6.0,4.7,5.47,Trung bình
4321,SV04321,Sinh viên 4321,6.1,6.7,8.2,2.2,4.17,Yếu
4322,SV04322,Sinh viên 4322,6.5,3.3,4.5,9.2,7.34,Khá
